weekday,rank,webtoon_title,webtoon_author,webtoon_title_id,webtoon_url,series_product_no,series_title,series_title_raw,series_episode_info,series_total_episode_count,series_completion_status,series_author,series_author_raw,series_url,match_status,download_status,series_result_text,weekday_list,weekday_row_count,serial_weekdays,serial_weekday_count,pre_collect_weekdays,post_24h_collect_weekdays,is_download_collectable,release_weekday,release_weekday_ko,pre_collect_weekday,post_24h_collect_weekday,release_event_key,collection_context,target_reason,series_download_text,series_download_count,current_url,snapshot_id,snapshot_weekday,snapshot_weekday_ko,snapshot_started_at_kst,snapshot_date_kst,snapshot_time_kst,item_collect_started_at_kst,item_collect_finished_at_kst,item_collect_elapsed_seconds,collected_at_kst,collected_date_kst,collected_time_kst,snapshot_finished_at_kst,snapshot_elapsed_seconds,dt,baseline_found,baseline_download_count,download_increase,download_increase_rate
thu,39,게임 최강 트롤러,박종석,801698,https://comic.naver.com/webtoon/list?titleId=801698&tab=thu,9019302,게임 최강 트롤러,게임 최강 트롤러 (총 187화/미완결),총 187화/미완결,187.0,미완결,,,https://series.naver.com/comic/detail.series?productNo=9019302,matched,ok,"게임 최강 트롤러 (총 187화/미완결)
평점
9.7 | 박종석, 군만두먹자 YATO | 2026.06.03. | 총187화/미완결 | 182화 무료
세상에서 가장 개연성 있는 게임.아진 전자. 실리코프 인더스트리. 코퍼레이션 아르고스.세계 굴지의 대기업들이 합작해 만들어 낸 인류 최초의 가상현실 게임 아르카디아.[환영합니다, 환상의 세계, 아르카디아에 오신 것을.]그..",thu,1,thu,1,wed,thu,True,thu,목,wed,thu,9019302_thu,post_24h,어제 밤 10시 공개 이후 증가분 확인용 수집,661.2만,6612000.0,https://series.naver.com/comic/detail.series?productNo=9019302,20260618_054937,thu,목,2026-06-18 05:49:37,2026-06-18,05:49:37,2026-06-18 05:58:54,2026-06-18 05:58:56,2.4,2026-06-18 05:58:56,2026-06-18,05:58:56,2026-06-18 06:05:12,935.48,2026-06-18 05:58:56,False,,,
thu,9,게임 속 바바리안으로 살아남기,팀 더 지크,808482,https://comic.naver.com/webtoon/list?titleId=808482&tab=thu,9597018,게임 속 바바리안으로 살아남기 [독점],게임 속 바바리안으로 살아남기 [독점] (총 153화/미완결),총 153화/미완결,153.0,미완결,,,https://series.naver.com/comic/detail.series?productNo=9597018,matched,ok,"게임 속 바바리안으로 살아남기 [독점] (총 153화/미완결)
평점
9.9 | 팀 더 지크, 정윤강 MIDNIGHT STUDIO | 2026.05.27. | 총153화/미완결 | 전화 무료
지금껏 아무도 클리어하지 못한 게임 [던전 앤 스톤]을 9년간 플레이한 끝에 최종 보스 스테이지에 도달한 이한수.그러나 보스 방에 입장함과 동시에, 튜토리얼 완료라는 멘트와 함께 [던전 앤 스톤] 속 바바리안 '비요른 얀델..",thu,1,thu,1,wed,thu,True,thu,목,wed,thu,9597018_thu,post_24h,어제 밤 10시 공개 이후 증가분 확인용 수집,"1,302만",13020000.0,https://series.naver.com/comic/detail.series?productNo=9597018,20260618_054937,thu,목,2026-06-18 05:49:37,2026-06-18,05:49:37,2026-06-18 05:58:58,2026-06-18 05:59:00,2.36,2026-06-18 05:59:00,2026-06-18,05:59:00,2026-06-18 06:05:12,935.48,2026-06-18 05:59:00,False,,,
thu,29,시한부 천재 암흑기사,판테라,809625,https://comic.naver.com/webtoon/list?titleId=809625&tab=thu,9768215,시한부 천재 암흑기사,시한부 천재 암흑기사 (총 153화/미완결),총 153화/미완결,153.0,미완결,,,https://series.naver.com/comic/detail.series?productNo=9768215,matched,ok,"시한부 천재 암흑기사 (총 153화/미완결)
평점
9.7 | 판테라,정선율 나기 | 2026.06.03. | 총153화/미완결 | 148화 무료
극악의 난이도로 악명이 자자한 판타지 RPG ‘이너 루나틱’.어린 나이, 시한부 판정을 받은 유찬에게 이 게임은 자신의 전부였으며 이제는 잔인한 현실이 되었다.지금부터 유찬은 시한부이자, 작중 1부 최대 악역 녹스 폰 리..",thu,1,thu,1,wed,thu,True,thu,목,wed,thu,9768215_thu,post_24h,어제 밤 10시 공개 이후 증가분 확인용 수집,675.8만,6758000.0,https://series.naver.com/comic/detail.series?productNo=9768215,20260618_054937,thu,목,2026-06-18 05:49:37,2026-06-18,05:49:37,2026-06-18 05:59:01,2026-06-18 05:59:03,2.41,2026-06-18 05:59:03,2026-06-18,05:59:03,2026-06-18 06:05:12,935.48,2026-06-18 05:59:03,False,,,
thu,3,육아일기,자까,812354,https://comic.naver.com/webtoon/list?titleId=812354&tab=thu,9901643,육아일기,육아일기 (총 236화/미완결),총 236화/미완결,236.0,미완결,,,https://series.naver.com/comic/detail.series?productNo=9901643,matched,ok,"육아일기 (총 236화/미완결)
평점
9.8 | 자까 자까 | 2026.06.06. | 총236화/미완결 | 231화 무료
이젠 갠플이 아니라 팀플이다! 조별 과제와 차원이 다른 인생을 건 팀플이 시작된다. 1인가구에서 2인가구로 성장한 자까 작가의 결혼 이야기.","thu,sun",2,"thu,sun",2,"wed,sat","thu,sun",True,thu,목,wed,thu,9901643_thu,post_24h,어제 밤 10시 공개 이후 증가분 확인용 수집,"2,043만",20430000.0,https://series.naver.com/comic/detail.series?productNo=9901643,20260618_054937,thu,목,2026-06-18 05:49:37,2026-06-18,05:49:37,2026-06-18 05:59:05,2026-06-18 05:59:07,2.26,2026-06-18 05:59:07,2026-06-18,05:59:07,2026-06-18 06:05:12,935.48,2026-06-18 05:59:07,False,,,
thu,25,내향남녀,나,812629,https://comic.naver.com/webtoon/list?titleId=812629&tab=thu,9914029,내향남녀,내향남녀 (총 155화/미완결),총 155화/미완결,155.0,미완결,,,https://series.naver.com/comic/detail.series?productNo=9914029,matched,ok,"내향남녀 (총 155화/미완결)
평점
10.0 | 나 나 | 2026.06.03. | 총155화/미완결 | 152화 무료
MBTI IIIIII!!!!! 극 I 의 내향형 인간들이 만났다!사이다 없이는 목이 메어 볼 수 없는 쌍방오해 트라우마 극복 연애기학교에서 존재감 없기로 둘째가라면 서러울 남자유(여, 17세, 친구 0명)에게학교에서 인기로는 둘째가라면 ..",thu,1,thu,1,wed,thu,True,thu,목,wed,thu,9914029_thu,post_24h,어제 밤 10시 공개 이후 증가분 확인용 수집,782.8만,7828000.0,https://series.naver.com/comic/detail.series?productNo=9914029,20260618_054937,thu,목,2026-06-18 05:49:37,2026-06-18,05:49:37,2026-06-18 05:59:09,2026-06-18 05:59:11,2.64,2026-06-18 05:59:11,2026-06-18,05:59:11,2026-06-18 06:05:12,935.48,2026-06-18 05:59:11,False,,,
thu,17,사내연애 사절!,두부,814512,https://comic.naver.com/webtoon/list?titleId=814512&tab=thu,10099875,사내연애 사절!,사내연애 사절! (총 109화/미완결),총 109화/미완결,109.0,미완결,,,https://series.naver.com/comic/detail.series?productNo=10099875,matched,ok,"사내연애 사절! (총 109화/미완결)
평점
10.0 | 두부 남수 | 2026.06.03. | 총109화/미완결 | 105화 무료
첫사랑 별거 있나. 어른이 되어 첫사랑을 다시 만난다면, 과연 우리는 여전히 설렐까? 첫사랑에서 친구로, 친구에서 동료로, 역행하는 관계 속에서 솔직한 내 마음은 '사내연애 사절!' <유일무이 로맨스> 두부 X <바른연애 길..",thu,1,thu,1,wed,thu,True,thu,목,wed,thu,10099875_thu,post_24h,어제 밤 10시 공개 이후 증가분 확인용 수집,662.6만,6626000.0,https://series.naver.com/comic/detail.series?productNo=10099875,20260618_054937,thu,목,2026-06-18 05:49:37,2026-06-18,05:49:37,2026-06-18 05:59:13,2026-06-18 05:59:15,2.05,2026-06-18 05:59:15,2026-06-18,05:59:15,2026-06-18 06:05:12,935.48,2026-06-18 05:59:15,False,,,
thu,14,할배무사와 지존 손녀,신의철,817246,https://comic.naver.com/webtoon/list?titleId=817246&tab=thu,10236036,할배무사와 지존 손녀,할배무사와 지존 손녀 (총 106화/미완결),총 106화/미완결,106.0,미완결,,,https://series.naver.com/comic/detail.series?productNo=10236036,matched,ok,"할배무사와 지존 손녀 (총 106화/미완결)
평점
9.9 | 일향(一向), 신의철 김명현 | 2026.06.03. | 총106화/미완결 | 101화 무료
죽을 날을 앞두고 미련없이 생을 마무리 하려던 순간 덮친 멸문지화!유진산은 홀로 생존한 갓난 손녀 '유설'이 다 자랄 때까지만이라도 살아남기로 결심한다.이미 늙어버린 몸으로 육아와 수련을 병행하며 눈물겨운 사투를 벌..",thu,1,thu,1,wed,thu,True,thu,목,wed,thu,10236036_thu,post_24h,어제 밤 10시 공개 이후 증가분 확인용 수집,613.6만,6136000.0,https://series.naver.com/comic/detail.series?productNo=10236036,20260618_054937,thu,목,2026-06-18 05:49:37,2026-06-18,05:49:37,2026-06-18 05:59:16,2026-06-18 05:59:19,2.61,2026-06-18 05:59:19,2026-06-18,05:59:19,2026-06-18 06:05:12,935.48,2026-06-18 05:59:19,False,,,
thu,80,히든클래스 중력자로 최강을 노린다,네코코,817369,https://comic.naver.com/webtoon/list?titleId=817369&tab=thu,10249565,히든클래스 중력자로 최강을 노린다,히든클래스 중력자로 최강을 노린다 (총 147화/미완결),총 147화/미완결,147.0,미완결,,,https://series.naver.com/comic/detail.series?productNo=10249565,matched,ok,"히든클래스 중력자로 최강을 노린다 (총 147화/미완결)
평점
9.0 | 네코코 아사히 아오 | 2026.06.03. | 총147화/미완결 | 142화 무료
일본 네이버웹툰(라인망가) 소년/판타지 부문 TOP10! ""S급 헌터인 나였기에 [중력자]야말로 최강 클래스라는 걸 알고 있다.""몬스터가 습격해 오는 현대 사회. [도적] 클래스를 보유하고 있던 이코마는 능력 제한으로 인해 남..",thu,1,thu,1,wed,thu,True,thu,목,wed,thu,10249565_thu,post_24h,어제 밤 10시 공개 이후 증가분 확인용 수집,112.1만,1121000.0,https://series.naver.com/comic/detail.series?productNo=10249565,20260618_054937,thu,목,2026-06-18 05:49:37,2026-06-18,05:49:37,2026-06-18 05:59:20,2026-06-18 05:59:22,2.03,2026-06-18 05:59:22,2026-06-18,05:59:22,2026-06-18 06:05:12,935.48,2026-06-18 05:59:22,False,,,
thu,94,2차전직 스킵용사,김장훈,820569,https://comic.naver.com/webtoon/list?titleId=820569&tab=thu,10613623,2차전직 스킵용사,2차전직 스킵용사 (총 130화/미완결),총 130화/미완결,130.0,미완결,,,https://series.naver.com/comic/detail.series?productNo=10613623,matched,ok,"2차전직 스킵용사 (총 130화/미완결)
평점
6.9 | 김장훈 박수봉 | 2026.05.27. | 총130화/미완결 | 126화 무료
영상은 2배속, 글은 3줄 요약이 아니면 보지 않는 스킵 전문가이자,공략 부문 1위였던 원딜 전문 스트리머 도의지가 상한 맛 게임이라고 불리는 페러러스에 도전한다.히든이라면 사족을 못쓰는 게이머들도 두 손 두 발 든 히든..",thu,1,thu,1,wed,thu,True,thu,목,wed,thu,10613623_thu,post_24h,어제 밤 10시 공개 이후 증가분 확인용 수집,28.6만,286000.0,https://series.naver.com/comic/detail.series?productNo=10613623,20260618_054937,thu,목,2026-06-18 05:49:37,2026-06-18,05:49:37,2026-06-18 05:59:24,2026-06-18 05:59:26,2.24,2026-06-18 05:59:26,2026-06-18,05:59:26,2026-06-18 06:05:12,935.48,2026-06-18 05:59:26,False,,,
thu,5,소꿉친구 컴플렉스,,822640,https://comic.naver.com/webtoon/list?titleId=822640&tab=thu,10851069,소꿉친구 컴플렉스,소꿉친구 컴플렉스 (총 80화/미완결),총 80화/미완결,80.0,미완결,은하이 은하이,평점 9.8 | 은하이 은하이 | 2026.06.17. | 총80화/미완결 | 76화 무료,https://series.naver.com/comic/detail.series?productNo=10851069,review_needed,not_found,"소꿉친구 컴플렉스 (총 80화/미완결)
평점
9.8 | 은하이 은하이 | 2026.06.17. | 총80화/미완결 | 76화 무료
20살에 20년지기, 평생을 함께한 소꿉친구 하늘과 민철.그런 소꿉친구의 알고 싶지 않은 은밀한 사정을 알아버렸다?!서로를 이성으로 생각한 적이 결코 없는 두사람이지만,오해가 오해를 낳고 착각이 착각을 낳는 상황들 속에..",thu,1,thu,1,wed,thu,True,thu,목,wed,thu,10851069_thu,post_24h,어제 밤 10시 공개 이후 증가분 확인용 수집,,,https://nid.naver.com/nidlogin.login?svctype=128&a_version=2&viewtype=1&url=http%3A%2F%2Fseries.naver.com%2Fcomic%2Fdetail.series%3FproductNo%3D10851069&surl=https%3A%2F%2Fseries.naver.com,20260618_054937,thu,목,2026-06-18 05:49:37,2026-06-18,05:49:37,2026-06-18 05:59:28,2026-06-18 05:59:43,15.38,2026-06-18 05:59:43,2026-06-18,05:59:43,2026-06-18 06:05:12,935.48,2026-06-18 05:59:43,False,,,
thu,20,사형집행관,이제환,822765,https://comic.naver.com/webtoon/list?titleId=822765&tab=thu,10847094,사형집행관,사형집행관 (총 62화/미완결),총 62화/미완결,62.0,미완결,,,https://series.naver.com/comic/detail.series?productNo=10847094,matched,ok,"사형집행관 (총 62화/미완결)
평점
9.5 | 이제환 박범진 | 2026.06.03. | 총62화/미완결 | 57화 무료
히어로 시절에 죽이지 못하고 감옥에 수감시켜 놓았던 빌런들.이제는 교도관이 되어 자신의 손으로 사형을 집행한다.",thu,1,thu,1,wed,thu,True,thu,목,wed,thu,10847094_thu,post_24h,어제 밤 10시 공개 이후 증가분 확인용 수집,319.8만,3198000.0,https://series.naver.com/comic/detail.series?productNo=10847094,20260618_054937,thu,목,2026-06-18 05:49:37,2026-06-18,05:49:37,2026-06-18 05:59:45,2026-06-18 05:59:48,2.89,2026-06-18 05:59:48,2026-06-18,05:59:48,2026-06-18 06:05:12,935.48,2026-06-18 05:59:48,False,,,
thu,95,누가 어른 되면 다 된댔어?,정오,823779,https://comic.naver.com/webtoon/list?titleId=823779&tab=thu,11004940,누가 어른 되면 다 된댔어?,누가 어른 되면 다 된댔어? (총 110화/미완결),총 110화/미완결,110.0,미완결,,,https://series.naver.com/comic/detail.series?productNo=11004940,matched,ok,"누가 어른 되면 다 된댔어? (총 110화/미완결)
평점
9.9 | 정오 정오 | 2026.06.04. | 총110화/미완결 | 107화 무료
인턴부터 쭉 충성했더니 연봉 동결, 보람 없는 업무, 반복되는 야근! 결국 사표를 낸 재이는 오래 꿈꿔왔던 화가의 길로 들어서는데… 좋아서 시작한 일이지만 이 길은 멀고도 험하다. 의욕만 충만한 프리랜서, 인생의 노잼시기..",thu,1,thu,1,wed,thu,True,thu,목,wed,thu,11004940_thu,post_24h,어제 밤 10시 공개 이후 증가분 확인용 수집,13.7만,137000.0,https://series.naver.com/comic/detail.series?productNo=11004940,20260618_054937,thu,목,2026-06-18 05:49:37,2026-06-18,05:49:37,2026-06-18 05:59:49,2026-06-18 05:59:51,2.45,2026-06-18 05:59:51,2026-06-18,05:59:51,2026-06-18 06:05:12,935.48,2026-06-18 05:59:51,False,,,
thu,11,이세계 캠핑으로 힐링 라이프,일인분,823971,https://comic.naver.com/webtoon/list?titleId=823971&tab=thu,11014664,이세계 캠핑으로 힐링 라이프,이세계 캠핑으로 힐링 라이프 (총 108화/미완결),총 108화/미완결,108.0,미완결,,,https://series.naver.com/comic/detail.series?productNo=11014664,matched,ok,"이세계 캠핑으로 힐링 라이프 (총 108화/미완결)
평점
10.0 | 금의행, 일인분 맹깐 | 2026.05.06. | 총108화/미완결 | 105화 무료
미각을 잃은 스타 셰프 강현은 사람들의 눈을 피해 한적한 시골로 숨는다.시골 할아버지 집에서 발견한 이세계로 이어진 통로, 기왕 도망 온 김에 이세계에서 유유자적 캠핑 라이프를 즐기려고 하는데…자꾸만 강현에게 관심..",thu,1,thu,1,wed,thu,True,thu,목,wed,thu,11014664_thu,post_24h,어제 밤 10시 공개 이후 증가분 확인용 수집,726.3만,7263000.0,https://series.naver.com/comic/detail.series?productNo=11014664,20260618_054937,thu,목,2026-06-18 05:49:37,2026-06-18,05:49:37,2026-06-18 05:59:53,2026-06-18 05:59:56,2.75,2026-06-18 05:59:56,2026-06-18,05:59:56,2026-06-18 06:05:12,935.48,2026-06-18 05:59:56,False,,,
