weekday,weekday_ko,rank,webtoon_title,webtoon_url,webtoon_title_id,collected_at_kst,webtoon_author,adult_or_login_required,author_collect_status,serial_weekday_text,serial_weekdays,weekday_list,series_search_rank,series_title,series_title_raw,series_episode_info,series_total_episode_count,series_completion_status,series_author,series_author_raw,series_url,series_product_no,series_result_text,is_compilation,has_total_episode_info,match_score,match_reason,match_status,selected_rule,checked_candidate_count,series_download_text,series_download_count,download_status,mapping_source,needs_series_recheck,mapping_updated_at_kst
tue,화,61,윌유메리미,https://comic.naver.com/webtoon/list?titleId=616239&tab=tue,616239,2026-07-27 12:19:49,마인드C,False,ok,"화, 토 연재","tue,sat","tue,sat",1.0,윌유메리미,윌유메리미 (총 1262화/미완결),총 1262화/미완결,1262.0,미완결,평점 9.8 | 마인드C 마인드C | 2026.06.08. | 총1262화/미완결 | 1256화 무료,,https://series.naver.com/comic/detail.series?productNo=2505304,2505304,"윌유메리미 (총 1262화/미완결)
평점
9.8 | 마인드C 마인드C | 2026.06.08. | 총1262화/미완결 | 1256화 무료
마인드C 작가의 실제 연애경험담을 일상툰으로 풀어낸 작품 <윌유메리미>서울과 부산이라는 지역차, 12살이라는 나이 차, 그리고 정 반대의 성격차까지!서울 남자 '윌(마인드C 본인)'과 부산 여자 '메리' 서로 다른 두 사람..",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,561만,5610000.0,ok,reused_existing_product_no,False,2026-07-27 13:10:46
tue,화,62,개집사,https://comic.naver.com/webtoon/list?titleId=828292&tab=tue,828292,2026-07-27 12:19:49,고추참치,False,ok,"화, 금 연재","tue,fri","tue,fri",1.0,개집사,개집사 (총 203화/미완결),총 203화/미완결,203.0,미완결,평점 10.0 | 고추참치 고추참치 | 2026.06.08. | 총203화/미완결 | 198화 무료,,https://series.naver.com/comic/detail.series?productNo=11371316,11371316,"개집사 (총 203화/미완결)
평점
10.0 | 고추참치 고추참치 | 2026.06.08. | 총203화/미완결 | 198화 무료
출근도 퇴근도 없는 똑같은 일상의 작가…눈치채지 못한 사이 작가의 삶에 다이나믹한 소재를 주는 두 존재가 있었는데…! 작지만 자존감 만큼은 하늘 같은 말티즈, 덩칫값못하는 진도 믹스 아가씨들을 모시는 집사&작가의 삶",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,59.2만,592000.0,ok,reused_existing_product_no,False,2026-07-27 13:10:46
tue,화,64,브레이커즈,https://comic.naver.com/webtoon/list?titleId=841810&tab=tue,841810,2026-07-27 12:19:50,JDL,False,ok,"화, 금 연재","tue,fri","tue,fri",1.0,브레이커즈,브레이커즈 (총 88화/미완결),총 88화/미완결,88.0,미완결,"평점 9.7 | JDL, 취룡 뚱또 | 2026.06.01. | 총88화/미완결 | 84화 무료",,https://series.naver.com/comic/detail.series?productNo=13011302,13011302,"브레이커즈 (총 88화/미완결)
평점
9.7 | JDL, 취룡 뚱또 | 2026.06.01. | 총88화/미완결 | 84화 무료
'주인공'은 즐겨하던 게임의 리메이크판인 <나이트 사가:re>를 플레이하던 중,게임 속으로 끌려들어 간다.그런데 무언가 이상하다.<나이트 사가:re>에서 플레이어블 캐릭터는 인간 편의 로크, 마계 편의 제피르뿐.그러나 정신..",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,46.5만,465000.0,ok,reused_existing_product_no,False,2026-07-27 13:10:46
tue,화,73,고고밍밍고,https://comic.naver.com/webtoon/list?titleId=841824&tab=tue,841824,2026-07-27 12:19:50,밍밍고,False,ok,"화, 목 연재","tue,thu","tue,thu",1.0,고고밍밍고,고고밍밍고 (총 87화/미완결),총 87화/미완결,87.0,미완결,평점 10.0 | 밍밍고 밍밍고 | 2026.06.08. | 총87화/미완결 | 81화 무료,,https://series.naver.com/comic/detail.series?productNo=13013561,13013561,"고고밍밍고 (총 87화/미완결)
평점
10.0 | 밍밍고 밍밍고 | 2026.06.08. | 총87화/미완결 | 81화 무료
살다 보면 끝도 없이 샘솟는 다채로운 충동들!결코 그냥은 지나치지 못하고 꼭 한 번 찍어먹고야 마는맑눈광 밍밍고의 도전정신 가득한 일상",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,9만,90000.0,ok,reused_existing_product_no,False,2026-07-27 13:10:46
tue,화,86,그냥 선생님,https://comic.naver.com/webtoon/list?titleId=804333&tab=tue,804333,2026-07-27 12:19:50,연일,False,ok,"화, 금 연재","tue,fri","tue,fri",1.0,그냥 선생님,그냥 선생님 (총 363화/미완결),총 363화/미완결,363.0,미완결,평점 10.0 | 연일 연일 | 2026.06.08. | 총363화/미완결 | 354화 무료,,https://series.naver.com/comic/detail.series?productNo=9238232,9238232,"그냥 선생님 (총 363화/미완결)
평점
10.0 | 연일 연일 | 2026.06.08. | 총363화/미완결 | 354화 무료
선생님 집은 학교 아니에요? 선생님도 집이 있어요?우리들 모두의 학창 시절, 언제나 그 자리에 있을 거만 같은 선생님들.수업이 끝난 교실, 학교 바깥. 그냥 선생님들의 평범하고 사랑스러운 일상,일상 로맨스 <그냥 선생님>",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,246.3만,2463000.0,ok,reused_existing_product_no,False,2026-07-27 13:10:46
wed,수,26,중대장은 실망했다,https://comic.naver.com/webtoon/list?titleId=841639&tab=wed,841639,2026-07-27 12:19:52,이량,False,ok,"수, 토 연재","wed,sat","wed,sat",1.0,중대장은 실망했다,중대장은 실망했다 (총 90화/미완결),총 90화/미완결,90.0,미완결,평점 9.9 | 이량 이량 | 2026.06.05. | 총90화/미완결 | 80화 무료,,https://series.naver.com/comic/detail.series?productNo=13001011,13001011,"중대장은 실망했다 (총 90화/미완결)
평점
9.9 | 이량 이량 | 2026.06.05. | 총90화/미완결 | 80화 무료
마흔 살이 넘은 중대장은 멋진 모습을 보이고 싶지만요즘 애들, 요즘 군대는 왜 이렇게 변해버린 것일까!참으로.. 중대장은 실망했다!",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,103.8만,1038000.0,ok,reused_existing_product_no,False,2026-07-27 13:10:46
wed,수,30,어린이집 다니는 구나,https://comic.naver.com/webtoon/list?titleId=817945&tab=wed,817945,2026-07-27 12:19:52,구나,False,ok,"월, 수 연재","mon,wed","mon,wed",1.0,어린이집 다니는 구나,어린이집 다니는 구나 (총 187화/미완결),총 187화/미완결,187.0,미완결,평점 10.0 | 구나 구나 | 2026.06.07. | 총187화/미완결 | 181화 무료,,https://series.naver.com/comic/detail.series?productNo=10301137,10301137,"어린이집 다니는 구나 (총 187화/미완결)
평점
10.0 | 구나 구나 | 2026.06.07. | 총187화/미완결 | 181화 무료
""노는 게 제일 좋아!"" 라고 했더니 정말 노는 게 직업이 됐다?! 매일 동심의 세계로 출퇴근한지 어쩌다 10년째!아이들이라면 알 만큼 안다고 생각했는데... 예측불가한 말과 행동들은 여전히 새롭기만 하다. 그런 아이들에게 언제..",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,174.9만,1749000.0,ok,reused_existing_product_no,False,2026-07-27 13:10:46
wed,수,53,마님이네 미국 시골집 이야기,https://comic.naver.com/webtoon/list?titleId=814048&tab=wed,814048,2026-07-27 12:19:53,마님,False,ok,"수, 토 연재","wed,sat","wed,sat",1.0,마님이네 미국 시골집 이야기,마님이네 미국 시골집 이야기 (총 288화/미완결),총 288화/미완결,288.0,미완결,평점 8.9 | 마님 마님 | 2026.06.05. | 총288화/미완결 | 285화 무료,,https://series.naver.com/comic/detail.series?productNo=10056128,10056128,"마님이네 미국 시골집 이야기 (총 288화/미완결)
평점
8.9 | 마님 마님 | 2026.06.05. | 총288화/미완결 | 285화 무료
마님♡올리버쌤♡체리 가족이 찾아왔습니다!미국 남자 올리버와, 토종 한국인 마님, 그리고 사랑스러운 딸 체리와 다섯 마리 반려 동물까지.하루종일 육아하고 털 청소하느라 바쁘지만, 그래도 하하 호호 행복한 미국 시골집 ..",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,71.5만,715000.0,ok,reused_existing_product_no,False,2026-07-27 13:10:46
wed,수,63,냥냥찍찍!,https://comic.naver.com/webtoon/list?titleId=844952&tab=wed,844952,2026-07-27 12:19:53,꾀돌이,False,ok,"수, 토 연재","wed,sat","wed,sat",1.0,냥냥찍찍!,냥냥찍찍! (총 61화/미완결),총 61화/미완결,61.0,미완결,평점 10.0 | 꾀돌이 | 2026.06.05. | 총61화/미완결 | 55화 무료,,https://series.naver.com/comic/detail.series?productNo=13397735,13397735,"냥냥찍찍! (총 61화/미완결)
평점
10.0 | 꾀돌이 | 2026.06.05. | 총61화/미완결 | 55화 무료
햄스터로 변하는 여자 금해미, 고양이로 변하는 남자 고우영.저주를 풀기 위해선 스킨십을 해야 한다?!고양이와 햄스터의 아찔한 코믹 풀충전 캠퍼스 로맨스!",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,31.6만,316000.0,ok,reused_existing_product_no,False,2026-07-27 13:10:46
wed,수,74,아가씨는 못말려,https://comic.naver.com/webtoon/list?titleId=843869&tab=wed,843869,2026-07-27 12:19:53,김연우,False,ok,"월, 수 연재","mon,wed","mon,wed",1.0,아가씨는 못말려,아가씨는 못말려 (총 70화/미완결),총 70화/미완결,70.0,미완결,평점 10.0 | 김연우 김연우 | 2026.06.07. | 총70화/미완결 | 65화 무료,,https://series.naver.com/comic/detail.series?productNo=13262427,13262427,"아가씨는 못말려 (총 70화/미완결)
평점
10.0 | 김연우 김연우 | 2026.06.07. | 총70화/미완결 | 65화 무료
짝사랑 중인 같은 반 남학생이 알고 보니 집사 카페 집사?!그의 마음을 얻기 위한 방고운의 당도 999%의 디저트와 고군분투! 달콤한 디저트와 풋풋한 사랑이 어우러진 로맨틱 코미디",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,15.1만,151000.0,ok,reused_existing_product_no,False,2026-07-27 13:10:46
wed,수,78,오늘은 뭐하고 놀까?,https://comic.naver.com/webtoon/list?titleId=842116&tab=wed,842116,2026-07-27 12:19:53,햄김밥,False,ok,"월, 수 연재","mon,wed","mon,wed",1.0,오늘은 뭐하고 놀까?,오늘은 뭐하고 놀까? (총 89화/미완결),총 89화/미완결,89.0,미완결,평점 10.0 | 햄김밥 | 2026.06.07. | 총89화/미완결 | 84화 무료,,https://series.naver.com/comic/detail.series?productNo=13041640,13041640,"오늘은 뭐하고 놀까? (총 89화/미완결)
평점
10.0 | 햄김밥 | 2026.06.07. | 총89화/미완결 | 84화 무료
게임을 좋아하는 원숭이 ‘햄김밥’의 징글 귀염 게이머 공감 일상 개그툰! 오늘은 뭐하고 놀까?",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,2.9만,29000.0,ok,reused_existing_product_no,False,2026-07-27 13:10:46
wed,수,79,찬란한 유산 단편집,https://comic.naver.com/webtoon/list?titleId=849862&tab=wed,849862,2026-07-27 12:19:53,네이버웹툰,False,ok,"수, 토 연재","wed,sat","wed,sat",,,,,,,,,,,,False,False,0,,no_result,no_result,0,,,no_result,searched_series,False,2026-07-27 13:10:46
thu,목,3,육아일기,https://comic.naver.com/webtoon/list?titleId=812354&tab=thu,812354,2026-07-27 12:19:54,자까,False,ok,"목, 일 연재","thu,sun","thu,sun",1.0,육아일기,육아일기 (총 236화/미완결),총 236화/미완결,236.0,미완결,평점 9.8 | 자까 자까 | 2026.06.06. | 총236화/미완결 | 231화 무료,,https://series.naver.com/comic/detail.series?productNo=9901643,9901643,"육아일기 (총 236화/미완결)
평점
9.8 | 자까 자까 | 2026.06.06. | 총236화/미완결 | 231화 무료
이젠 갠플이 아니라 팀플이다! 조별 과제와 차원이 다른 인생을 건 팀플이 시작된다. 1인가구에서 2인가구로 성장한 자까 작가의 결혼 이야기.",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,"2,032만",20320000.0,ok,reused_existing_product_no,False,2026-07-27 13:10:46
thu,목,8,종말에서 살아남기,https://comic.naver.com/webtoon/list?titleId=826321&tab=thu,826321,2026-07-27 12:19:54,송,False,ok,"목, 토 연재","thu,sat","thu,sat",1.0,종말에서 살아남기,종말에서 살아남기 (총 96화/미완결),총 96화/미완결,96.0,미완결,평점 9.5 | 송 송 | 2026.06.05. | 총96화/미완결 | 90화 무료,,https://series.naver.com/comic/detail.series?productNo=11141840,11141840,"종말에서 살아남기 (총 96화/미완결)
평점
9.5 | 송 송 | 2026.06.05. | 총96화/미완결 | 90화 무료
평생 지하실에 감금되어 훈련받은 소년.그리고 그를 가둔 미치광이 아빠가 하는 말""종말이 온다.""지금껏 수없이 반복해온 훈련과 생존 지식으로종말에서 살아남아야만 한다.",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,186.7만,1867000.0,ok,reused_existing_product_no,False,2026-07-27 13:10:46
thu,목,11,먹는 인생2,https://comic.naver.com/webtoon/list?titleId=845271&tab=thu,845271,2026-07-27 12:19:54,홍끼,False,ok,"월, 목 연재","mon,thu","mon,thu",1.0,먹는 인생2,먹는 인생2 (총 58화/미완결),총 58화/미완결,58.0,미완결,평점 9.8 | 홍끼 홍끼 | 2026.06.07. | 총58화/미완결 | 53화 무료,,https://series.naver.com/comic/detail.series?productNo=13455875,13455875,"먹는 인생2 (총 58화/미완결)
평점
9.8 | 홍끼 홍끼 | 2026.06.07. | 총58화/미완결 | 53화 무료
행복한 일상에는 맛있는 음식이 빠질 수 없지!맛있는 음식을 탐험하며 이어지는 일상 이야기",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,20.5만,205000.0,ok,reused_existing_product_no,False,2026-07-27 13:10:46
thu,목,12,럭키비치,https://comic.naver.com/webtoon/list?titleId=852498&tab=thu,852498,2026-07-27 12:19:55,,True,login_or_adult_required,,"thu,sun","thu,sun",1.0,럭키비치,럭키비치 (총 8화/미완결),총 8화/미완결,8.0,미완결,"평점 10.0 | MAJOR, 약수 약수 | 2026.07.18. | 총8화/미완결 | 3화 무료","평점 10.0 | MAJOR, 약수 약수 | 2026.07.18. | 총8화/미완결 | 3화 무료",https://series.naver.com/comic/detail.series?productNo=14424733,14424733,"럭키비치 (총 8화/미완결)
평점
10.0 | MAJOR, 약수 약수 | 2026.07.18. | 총8화/미완결 | 3화 무료
“그거 알아? 기는 놈 위에 나는 썅X 있는 거?”불우한 환경과 폐쇄적인 바닷가 촌에서 자라온 소녀 '정임'은,그칠줄 모르는 주변의 부조리와 권태 속에서 결국 폭발,퇴폐업을 하는 고모의 불경한 쌈짓돈을 훔쳐 서울로 상경한..",False,True,105,"title_contains,bonus_total_episode_info,bonus_rank_1",review_needed,non_compilation_but_download_not_ok,1,,,not_found,reused_existing_product_no,False,2026-07-27 13:10:46
thu,목,29,같이 장볼래?,https://comic.naver.com/webtoon/list?titleId=850928&tab=thu,850928,2026-07-27 12:19:55,집손이,False,ok,"목, 일 연재","thu,sun","thu,sun",1.0,같이 장볼래?,같이 장볼래? (총 10화/미완결),총 10화/미완결,10.0,미완결,평점 10.0 | 집손이/이개 집손이/이개 | 2026.06.06. | 총10화/미완결 | 5화 무료,,https://series.naver.com/comic/detail.series?productNo=14185733,14185733,"같이 장볼래? (총 10화/미완결)
평점
10.0 | 집손이/이개 집손이/이개 | 2026.06.06. | 총10화/미완결 | 5화 무료
유통기한 임박 상품만 노리는 생활력 만렙 자취러 ‘양은’과, 모든 삶을 효율로 계산하는 미니멀리스트 ‘우석’. 1+1 딸기를 나눠산 그 날부터, 두 사람의 썸… 아니, 장보기가 시작된다!",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,4.9만,49000.0,ok,reused_existing_product_no,False,2026-07-27 13:10:46
thu,목,33,이레즈미 소개팅남,https://comic.naver.com/webtoon/list?titleId=850952&tab=thu,850952,2026-07-27 12:19:55,토깽이,False,ok,"목, 일 연재","thu,sun","thu,sun",1.0,이레즈미 소개팅남,이레즈미 소개팅남 (총 10화/미완결),총 10화/미완결,10.0,미완결,평점 10.0 | 토깽이 토깽이 | 2026.06.06. | 총10화/미완결 | 5화 무료,,https://series.naver.com/comic/detail.series?productNo=14190985,14190985,"이레즈미 소개팅남 (총 10화/미완결)
평점
10.0 | 토깽이 토깽이 | 2026.06.06. | 총10화/미완결 | 5화 무료
등장부터 심상치 않은 소개팅남이 나타났다!몸 이곳저곳에 보이는 문신이며 예상과 상식을 뛰어넘는 기상천외한 행동까지!소개팅으로 시작되는 두 남녀의 예측불가 유쾌발랄 로맨스",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,4.6만,46000.0,ok,reused_existing_product_no,False,2026-07-27 13:10:46
