weekday,weekday_ko,rank,webtoon_title,webtoon_url,webtoon_title_id,collected_at_kst,webtoon_author,adult_or_login_required,author_collect_status,serial_weekday_text,serial_weekdays,weekday_list,series_search_rank,series_title,series_title_raw,series_episode_info,series_total_episode_count,series_completion_status,series_author,series_url,series_product_no,series_result_text,is_compilation,has_total_episode_info,match_score,match_reason,match_status,selected_rule,checked_candidate_count,series_download_text,series_download_count,download_status,mapping_source,needs_series_recheck,series_author_raw,mapping_updated_at_kst
mon,월,11,파브르 in 사천당가,https://comic.naver.com/webtoon/list?titleId=833702&tab=mon,833702,2026-06-19 02:28:01,지대공마법소년,False,ok,연재,mon,mon,1.0,파브르 in 사천당가,파브르 in 사천당가 (총 91화/미완결),총 91화/미완결,91.0,미완결,평점 9.9 | 에르훗 크라켄 | 2026.06.07. | 총91화/미완결 | 86화 무료,https://series.naver.com/comic/detail.series?productNo=11779376,11779376,"파브르 in 사천당가 (총 91화/미완결)
평점
9.9 | 에르훗 크라켄 | 2026.06.07. | 총91화/미완결 | 86화 무료
독물과 독충을 다루던 백만 스트리머 매운 파브르.아프리카 현지촬영중 블랙맘바에 물려 무림에 전생하게 된다.정글에서 자신이 좋아하는 독물들을 키우며 자연인 생활을 하던 주인공은독공을 사용하는 사천당가의 눈에 띄게 ..",False,True,105,"title_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,648.7만,6487000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
mon,월,12,회귀한 공작가의 막내도련님은 암살자,https://comic.naver.com/webtoon/list?titleId=821195&tab=mon,821195,2026-06-19 02:28:01,스윙뱃,False,ok,연재,mon,mon,1.0,회귀한 공작가의 막내도련님은 암살자,회귀한 공작가의 막내도련님은 암살자 (총 130화/미완결),총 130화/미완결,130.0,미완결,"평점 9.8 | 스윙뱃, 커피라임 스윙뱃 | 2026.06.07. | 총130화/미완결 | 120화 무료",https://series.naver.com/comic/detail.series?productNo=10719212,10719212,"회귀한 공작가의 막내도련님은 암살자 (총 130화/미완결)
평점
9.8 | 스윙뱃, 커피라임 스윙뱃 | 2026.06.07. | 총130화/미완결 | 120화 무료
대륙 제일의 암살자 시안 베르트평생을 믿고 따랐던 형에게 배신당한 뒤, 비참한 최후를 맞이한다.만약 내게 한 번 더 생이 주어진다면 그때는 다른 삶을 살 것이다.오로지 나 하나만을 바라보면서, 내 스스로 모든 것을 이룰 수..",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,"1,040만",10400000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
mon,월,13,천재 타자가 강속구를 숨김,https://comic.naver.com/webtoon/list?titleId=807775&tab=mon,807775,2026-06-19 02:28:01,황지성,False,ok,연재,mon,mon,1.0,천재 타자가 강속구를 숨김 [독점],천재 타자가 강속구를 숨김 [독점] (총 123화/미완결),총 123화/미완결,123.0,미완결,"평점 9.8 | 황지성, 이블라인 김성은, 스튜디오MW | 2026.06.07. | 총123화/미완결 | 119화 무료",https://series.naver.com/comic/detail.series?productNo=9545261,9545261,"천재 타자가 강속구를 숨김 [독점] (총 123화/미완결)
평점
9.8 | 황지성, 이블라인 김성은, 스튜디오MW | 2026.06.07. | 총123화/미완결 | 119화 무료
사랑 빼고 모든 걸 얻은 천재 메이저리거 강건우.그가 놓쳐버린 사랑을 위해 과거로 돌아왔다!",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,713.2만,7132000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
mon,월,14,조선야차,https://comic.naver.com/webtoon/list?titleId=850109&tab=mon,850109,2026-06-19 02:28:01,두엽,False,ok,연재,mon,mon,1.0,조선야차,조선야차 (총 11화/미완결),총 11화/미완결,11.0,미완결,"평점 9.2 | 두엽,지존세호 미노 | 2026.06.07. | 총11화/미완결 | 7화 무료",https://series.naver.com/comic/detail.series?productNo=14092291,14092291,"조선야차 (총 11화/미완결)
평점
9.2 | 두엽,지존세호 미노 | 2026.06.07. | 총11화/미완결 | 7화 무료
""조선의 개가 되어라, 어명이다.""한순간에 깨진 평화. 왕의 부름에 야차가 된 두 사람, 얘네한테 조선의 운명을 맡겨도 되는걸까...?",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,15.4만,154000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
mon,월,15,시한부 천재가 살아남는 법,https://comic.naver.com/webtoon/list?titleId=832703&tab=mon,832703,2026-06-19 02:28:01,JP,False,ok,연재,mon,mon,1,시한부 천재가 살아남는 법,시한부 천재가 살아남는 법 (총 81화/미완결),총 81화/미완결,81.0,미완결,"평점 9.9 | JP, 청시소 윤승기 | 2026.06.14. | 총81화/미완결 | 76화 무료",https://series.naver.com/comic/detail.series?productNo=11659054,11659054,"시한부 천재가 살아남는 법 (총 81화/미완결)
평점
9.9 | JP, 청시소 윤승기 | 2026.06.14. | 총81화/미완결 | 76화 무료
'스물을 넘기지 못하고 단명할 운명'을 타고난 정연신.집안사람들 모두 연신을 홀대하지만,직접 무공을 만들 정도로 그의 실력은 대단했다.그러던 어느 날, 연신은 자신의 수명이 얼마 남지 않았음을 알게 되는데...시한부 천재 ..",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,700.6만,7006000,ok,searched_series,False,"평점 9.9 | JP, 청시소 윤승기 | 2026.06.14. | 총81화/미완결 | 76화 무료",2026-06-19 03:32:31
mon,월,16,시리도록 불꽃처럼,https://comic.naver.com/webtoon/list?titleId=834686&tab=mon,834686,2026-06-19 02:28:01,김인호,False,ok,연재,mon,mon,1.0,시리도록 불꽃처럼,시리도록 불꽃처럼 (총 87화/미완결),총 87화/미완결,87.0,미완결,평점 9.8 | 유진성 김인호 | 2026.06.07. | 총87화/미완결 | 79화 무료,https://series.naver.com/comic/detail.series?productNo=11932919,11932919,"시리도록 불꽃처럼 (총 87화/미완결)
평점
9.8 | 유진성 김인호 | 2026.06.07. | 총87화/미완결 | 79화 무료
""강호로 내려가면 세상이 너의 적이 될 것이야..."" 쇠락한 가문의 젊은 가주 '백무진'은 가세를 바로 잡기 위해 세상 밖으로의 여정을 준비한다. 세상은 그의 적이 될 것이라는 예견된 미래에도 불구하고, 무진은 외로운 싸움을 시..",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,228.5만,2285000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
mon,월,17,아포칼립스에 집을 숨김,https://comic.naver.com/webtoon/list?titleId=825332&tab=mon,825332,2026-06-19 02:28:01,DD,False,ok,연재,mon,mon,1.0,아포칼립스에 집을 숨김,아포칼립스에 집을 숨김 (총 107화/미완결),총 107화/미완결,107.0,미완결,"평점 9.6 | DD, 로드워리어 송지형 | 2026.06.07. | 총107화/미완결 | 104화 무료",https://series.naver.com/comic/detail.series?productNo=11138966,11138966,"아포칼립스에 집을 숨김 (총 107화/미완결)
평점
9.6 | DD, 로드워리어 송지형 | 2026.06.07. | 총107화/미완결 | 104화 무료
3년 뒤, 이 세상이 멸망하리라 예측하고 온갖 대비를 해온 '멸망주의자' 박규. 그리고 그의 예상대로, 어느 날 서울 핵 공습을 시작으로 전 세계는 핵 전쟁에 돌입. 미증유의 아포칼립스가 펼쳐진다.모두의 비웃음에도 불구하고 ..",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,297.7만,2977000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
mon,월,18,샤워 순서 너마저...!,https://comic.naver.com/webtoon/list?titleId=849260&tab=mon,849260,2026-06-19 02:28:01,유기,False,ok,"월, 금 연재","mon,fri","mon,fri",1.0,샤워 순서 너마저...!,샤워 순서 너마저...! (총 18화/미완결),총 18화/미완결,18.0,미완결,평점 10.0 | 유기 유기 | 2026.05.21. | 총18화/미완결 | 전화 무료,https://series.naver.com/comic/detail.series?productNo=13970585,13970585,"샤워 순서 너마저...! (총 18화/미완결)
평점
10.0 | 유기 유기 | 2026.05.21. | 총18화/미완결 | 전화 무료
52세 오란희는 적적한 마음을 해소하고자 수영에 다시 도전한다. 하지만 수영장 물에 들어가기도 전부터 펼쳐진 ‘샤워실 규칙’에 오란희는 당황하고, 기존 회원들의 ‘텃세’에 정신없이 휩쓰리게 되는데…! 수영장 물살보..",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,20.2만,202000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
mon,월,19,그린스킨,https://comic.naver.com/webtoon/list?titleId=851187&tab=mon,851187,2026-06-19 02:28:01,,True,login_or_adult_required,,mon,mon,1,그린스킨,그린스킨 (총 7화/미완결),총 7화/미완결,7.0,미완결,"평점 8.4 | 승기사, 흙수저 파김치 | 2026.06.14. | 총7화/미완결 | 3화 무료",https://series.naver.com/comic/detail.series?productNo=14212275,14212275,"그린스킨 (총 7화/미완결)
평점
8.4 | 승기사, 흙수저 파김치 | 2026.06.14. | 총7화/미완결 | 3화 무료
이세계에서 10년을 버텼다. 하지만 돌아온 건 배신과 죽음. 다시눈을 뜬 순간, 나는 인간이 아닌 고블린이 되어 있었다",False,True,105,"title_contains,bonus_total_episode_info,bonus_rank_1",review_needed,non_compilation_but_download_not_ok,1,,,not_found,searched_series,False,"평점 8.4 | 승기사, 흙수저 파김치 | 2026.06.14. | 총7화/미완결 | 3화 무료",2026-06-19 03:32:31
mon,월,20,영업 천재가 되었다,https://comic.naver.com/webtoon/list?titleId=818780&tab=mon,818780,2026-06-19 02:28:01,혜림,False,ok,연재,mon,mon,1.0,영업 천재가 되었다 [독점],영업 천재가 되었다 [독점] (총 106화/미완결),총 106화/미완결,106.0,미완결,"평점 9.9 | 혜림,댄킴 혜림 | 2026.06.07. | 총106화/미완결 | 101화 무료",https://series.naver.com/comic/detail.series?productNo=10402415,10402415,"영업 천재가 되었다 [독점] (총 106화/미완결)
평점
9.9 | 혜림,댄킴 혜림 | 2026.06.07. | 총106화/미완결 | 101화 무료
나는 빚을 갚기 위해 당장 할 수 있는 일을 선택했고, 그게 내겐 영업이었다.그리고 내게 다시 한 번의 기회가 주어졌다.ⓒ혜림(원작:댄킴)/학산문화사",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,446.1만,4461000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
mon,월,21,변경백의 10클래스 망나니,https://comic.naver.com/webtoon/list?titleId=849510&tab=mon,849510,2026-06-19 02:28:01,양평,False,ok,연재,mon,mon,1.0,변경백의 10클래스 망나니,변경백의 10클래스 망나니 (총 14화/미완결),총 14화/미완결,14.0,미완결,평점 9.4 | 양평 시연 | 2026.06.07. | 총14화/미완결 | 8화 무료,https://series.naver.com/comic/detail.series?productNo=13977185,13977185,"변경백의 10클래스 망나니 (총 14화/미완결)
평점
9.4 | 양평 시연 | 2026.06.07. | 총14화/미완결 | 8화 무료
칠십대의 늙고 추레한 마법사는 육십 년 전으로 돌아온다.아주 오래된그리워하던어떤 날로…….",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,74.7만,747000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
mon,월,22,망플루언서,https://comic.naver.com/webtoon/list?titleId=850526&tab=mon,850526,2026-06-19 02:28:01,,True,login_or_adult_required,,mon,mon,1,망플루언서,망플루언서 (총 12화/미완결),총 12화/미완결,12.0,미완결,평점 10.0 | 망순 망순 | 2026.06.14. | 총12화/미완결 | 6화 무료,https://series.naver.com/comic/detail.series?productNo=14140191,14140191,"망플루언서 (총 12화/미완결)
평점
10.0 | 망순 망순 | 2026.06.14. | 총12화/미완결 | 6화 무료
대중의 관심을 먹고 사는 빛나는 직업 '인플루언서!'보여지는 모습과 달리 그들의 숨겨진 추악한 비밀들을 폭로하는 유명 렉카 너튜브 채널 '셀럽 쓰레기통'그 채널을 운영하는 두 여자, 선미와 주원의 이야기.""거짓으로 돈을 ..",False,True,105,"title_contains,bonus_total_episode_info,bonus_rank_1",review_needed,non_compilation_but_download_not_ok,1,,,not_found,searched_series,False,평점 10.0 | 망순 망순 | 2026.06.14. | 총12화/미완결 | 6화 무료,2026-06-19 03:32:31
mon,월,23,잔불의 기사,https://comic.naver.com/webtoon/list?titleId=768536&tab=mon,768536,2026-06-19 02:28:01,환댕,False,ok,연재,mon,mon,1.0,잔불의 기사,잔불의 기사 (총 245화/미완결),총 245화/미완결,245.0,미완결,평점 9.9 | 환댕 환댕 | 2026.06.07. | 총245화/미완결 | 242화 무료,https://series.naver.com/comic/detail.series?productNo=6034771,6034771,"잔불의 기사 (총 245화/미완결)
평점
9.9 | 환댕 환댕 | 2026.06.07. | 총245화/미완결 | 242화 무료
유일한 가족이자, 최고의 기사 유망주였던 쌍둥이 동생이 살해당했다.천재적이었던 동생과는 달리 무예에 재능이 전혀 없지만,동생의 복수를 위해 '강함'을 연기하기로 결심했다.약해빠진 나는 복수에 성공할 수 있을까.",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,"1,834만",18340000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
mon,월,24,신화급 귀속 아이템을 손에 넣었다,https://comic.naver.com/webtoon/list?titleId=795297&tab=mon,795297,2026-06-19 02:28:01,판테라,False,ok,연재,mon,mon,1.0,신화급 귀속 아이템을 손에 넣었다,신화급 귀속 아이템을 손에 넣었다 (총 185화/미완결),총 185화/미완결,185.0,미완결,"평점 9.7 | 판테라,정선율 헤스 | 2026.06.07. | 총185화/미완결 | 182화 무료",https://series.naver.com/comic/detail.series?productNo=8563145,8563145,"신화급 귀속 아이템을 손에 넣었다 (총 185화/미완결)
평점
9.7 | 판테라,정선율 헤스 | 2026.06.07. | 총185화/미완결 | 182화 무료
D급 무투계 레이더,최강의 귀속 아이템으로세계를 구할 신의 대적자가 되다!",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,"2,251만",22510000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
mon,월,25,몬스터와 힐링하는 S급 헌터,https://comic.naver.com/webtoon/list?titleId=840845&tab=mon,840845,2026-06-19 02:28:01,팀 더 지크,False,ok,연재,mon,mon,1.0,몬스터와 힐링하는 S급 헌터 [독점],몬스터와 힐링하는 S급 헌터 [독점] (총 52화/미완결),총 52화/미완결,52.0,미완결,평점 10.0 | 팀 더 지크 손이도 | 2026.06.07. | 총52화/미완결 | 47화 무료,https://series.naver.com/comic/detail.series?productNo=12876827,12876827,"몬스터와 힐링하는 S급 헌터 [독점] (총 52화/미완결)
평점
10.0 | 팀 더 지크 손이도 | 2026.06.07. | 총52화/미완결 | 47화 무료
키메라 헌터로 이용당하며 이지를 잃고 살아오길 수십 년.게이트 안에 버려진 후, 인간의 모습으로 부활했다.인간 '천도운'으로 살아갈 기회를 얻은 만큼 유유자적 힐링 라이프를 즐기려 했건만,집 앞마당으로 마계 생물들과 과..",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,225.6만,2256000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
mon,월,26,어린이집 다니는 구나,https://comic.naver.com/webtoon/list?titleId=817945&tab=mon,817945,2026-06-19 02:28:01,구나,False,ok,"월, 수 연재","mon,wed","mon,wed",1.0,어린이집 다니는 구나,어린이집 다니는 구나 (총 187화/미완결),총 187화/미완결,187.0,미완결,평점 10.0 | 구나 구나 | 2026.06.07. | 총187화/미완결 | 181화 무료,https://series.naver.com/comic/detail.series?productNo=10301137,10301137,"어린이집 다니는 구나 (총 187화/미완결)
평점
10.0 | 구나 구나 | 2026.06.07. | 총187화/미완결 | 181화 무료
""노는 게 제일 좋아!"" 라고 했더니 정말 노는 게 직업이 됐다?! 매일 동심의 세계로 출퇴근한지 어쩌다 10년째!아이들이라면 알 만큼 안다고 생각했는데... 예측불가한 말과 행동들은 여전히 새롭기만 하다. 그런 아이들에게 언제..",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,174.9만,1749000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
mon,월,27,다정한 침입자,https://comic.naver.com/webtoon/list?titleId=840839&tab=mon,840839,2026-06-19 02:28:01,이니,False,ok,연재,mon,mon,1.0,다정한 침입자,다정한 침입자 (총 52화/미완결),총 52화/미완결,52.0,미완결,평점 9.9 | 이니 정유한 | 2026.06.07. | 총52화/미완결 | 47화 무료,https://series.naver.com/comic/detail.series?productNo=12891387,12891387,"다정한 침입자 (총 52화/미완결)
평점
9.9 | 이니 정유한 | 2026.06.07. | 총52화/미완결 | 47화 무료
""우리가 이성으로 보일 확률? 절대 없지.""어린 시절 사고로 가족을 잃고 한치오 가족의 보살핌 속에 자란 정이한.커갈수록 어색함만 쌓여갔던 옆집 오빠와의 동거가 시작되는데...꼭꼭 숨겨둔 마음에 자꾸만 침입하는 서로의 관..",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,393.1만,3931000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
